tissue	phenotype	delta_0	var_err	var_beta_gene	var_beta_gene_null	var_gamma	sum_var_X
Brain_Cortex	Astle_et_al_2016_Red_blood_cell_count	0.005721434124441786	3.0186326875451967e-5	1.7312127680341817e-5	6.524975277847037e-7	0.6128244544433307	4471.678760001445
Brain_Cerebellum	Astle_et_al_2016_Granulocyte_count	0.00589307485712428	3.8059842411559295e-5	2.6167144867993034e-5	7.012470677712178e-7	0.6200654024432801	6520.334274589547
Brain_Cortex	UKB_3526_Mothers_age_at_death	0.0038639906176308647	8.307986945660107e-6	1.1860897889712797e-5	2.2015720509860626e-18	0.6132850861627274	4469.022268675753
Brain_Cerebellum	GEFOS_Forearm	0.007543603808547827	3.43681284865319e-5	5.0561489835492744e-5	0	0.6205478945740766	-19215.893672343576
Brain_Cerebellum	Astle_et_al_2016_Neutrophil_count	0.005853046344285593	3.653023737875623e-5	2.580451054246794e-5	2.3541965647361406e-18	0.6200627595500946	6520.327206009547
Brain_Cerebellar_Hemisphere	UKB_20002_1462_self_reported_crohns_disease	0.002816386350423339	4.89277791105591e-6	5.397233575638868e-6	0	0.7098111499865056	5938.54300722762
Brain_Cerebellum	Astle_et_al_2016_Eosinophil_counts	0.005806961573877228	3.574949710381384e-5	2.5528704744885178e-5	0	0.6200124933364304	6520.350010589547
Brain_Cortex	UKB_20022_Birth_weight	0.004710139868030311	1.2920006864143333e-5	1.4609426475747123e-5	2.520298315427925e-7	0.6132919795568608	4469.022268675753
Brain_Cerebellum	MAGNETIC_LDL.C	0.014931975859077911	1.445609489455301e-4	2.0680481561866947e-4	7.381334170973904e-6	0.6202064623991828	6443.004506837865
Brain_Cortex	UKB_20002_1265_self_reported_migraine	0.0029226825078480117	5.100651541914721e-6	6.513797715885042e-6	6.642832377143459e-19	0.6131128640966662	4469.022268675753
Brain_Cerebellar_Hemisphere	UKB_20002_1466_self_reported_gout	0.003055460622715151	5.657901017125949e-6	6.030398417770014e-6	2.1681930470660436e-18	0.709794329553843	5938.54300722762
Brain_Cerebellar_Hemisphere	UKB_20002_1453_self_reported_psoriasis	0.0034896665457998678	2.6216259091392297e-5	1.4432894945188639e-5	1.0109976967531899e-19	0.7098099651442924	5938.54300722762
Brain_Cortex	UKB_1160_Sleep_duration	0.0035010647175360912	7.187418524414691e-6	7.418430555747165e-6	4.747710049171233e-18	0.6131651853713525	4469.022268675753
Brain_Cortex	UKB_50_Standing_height	0.006518481837384064	3.86746334276471e-5	2.233312809050275e-5	5.927288909179265e-7	0.6132168495760734	4469.022268675753
Brain_Cerebellum	MAGNETIC_HDL.C	0.012107399833390766	1.0444956115605094e-4	1.3801129408025193e-4	6.742223186893747e-17	0.6202472453095108	6447.442324004695
Brain_Cortex	ENIGMA_Intracraneal_Volume	0.015632200510704266	1.3160625278156392e-4	1.9987042635855314e-4	3.921892971847235e-6	0.6109730785369801	4466.507510761506
Brain_Cortex	Jones_et_al_2016_Chronotype	0.005124408087843534	1.6377524895653143e-5	1.8007805293250864e-5	2.871807769913997e-8	0.6094337298661604	4463.502298453509
Brain_Cortex	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	0.00497021436142914	2.3640054515525985e-5	1.55526848303693e-5	1.3505761953796989e-18	0.6132781879034697	4469.022268675753
Brain_Cerebellar_Hemisphere	UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	0.0029443242852215	4.95680153407809e-6	5.520241700275101e-6	0	0.7097443398290788	5938.54300722762
Brain_Cerebellum	IBD.EUR.Inflammatory_Bowel_Disease	0.01066020013525233	7.568735847186522e-5	7.562586265466575e-5	8.4276135403191e-7	0.6201007252693225	6503.658555268496
Brain_Cortex	Astle_et_al_2016_Granulocyte_count	0.005763213581249794	3.593577387466242e-5	2.2800461449642164e-5	5.16970201095585e-19	0.6127905174827539	4471.5611575014445
Brain_Cortex	Astle_et_al_2016_White_blood_cell_count	0.005993870572489008	4.72897486213782e-5	2.4613192253860363e-5	3.1790808793258514e-6	0.6128368398112929	4471.657823681445
Brain_Cerebellum	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	0.012889819656195668	1.9652549167802029e-4	1.7289409989590143e-4	1.305660398852406e-18	0.584513697827906	6506.611443406082
Brain_Cortex	UKB_20002_1313_self_reported_ankylosing_spondylitis	0.0031401575754588583	1.594214073509516e-5	4.288199440580578e-6	7.629615338582332e-19	0.6132656825184695	4469.022268675753
Brain_Cortex	UKB_20002_1111_self_reported_asthma	0.0036751596579118087	1.2280192944777688e-5	1.0161519840439564e-5	1.4463001486279019e-6	0.6132404367362158	4469.022268675753
Brain_Cortex	MAGNETIC_IDL.TG	0.011641694208938189	8.431408694796896e-5	1.2907444980100996e-4	0	0.6127678201969041	4423.4523108257745
Brain_Cerebellar_Hemisphere	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	0.004988595149501462	2.1967530916655628e-5	1.8850999629788766e-5	1.7330466932931175e-18	0.7098131099979779	5938.54300722762
Brain_Cortex	UKB_20127_Neuroticism_score	0.003888650043409623	9.93770730424161e-6	1.1091808021477453e-5	1.9478299945266415e-7	0.6132669379578275	4469.022268675753
Brain_Cerebellum	MAGNETIC_CH2.DB.ratio	0.010887252195552184	9.551355644113344e-5	1.5095527949192167e-4	2.448683746008517e-18	0.6202474368262609	6449.512204907824
Brain_Cerebellum	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	0.005882049622409621	3.7704077102184904e-5	2.600871729113248e-5	3.256750728423429e-6	0.6200662608281714	6520.304159969547
Brain_Cortex	UKB_20016_Fluid_intelligence_score	0.006260073788583224	2.226529089579923e-5	2.8628138184652805e-5	8.889758841370772e-7	0.6130431246838086	4469.022268675753
Brain_Cerebellar_Hemisphere	UKB_20002_1464_self_reported_rheumatoid_arthritis	0.0030450371810106657	8.644844290345089e-6	4.619196721472847e-6	1.6178818202277286e-21	0.7096558804348986	5938.54300722762
Brain_Cortex	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	0.004265456063542707	9.976160848412622e-6	1.593478854876115e-5	0	0.6132710406465958	4469.022268675753
Brain_Cortex	Astle_et_al_2016_Neutrophil_count	0.005706071137700029	3.449471866165906e-5	2.2025707193808667e-5	0	0.6128261770495892	4471.555878241445
Brain_Cerebellum	ENIGMA_Intracraneal_Volume	0.015512551445996302	1.4435800416882658e-4	2.0095619171235087e-4	9.495958377002287e-7	0.6187865395327625	6510.159796893099
Brain_Cortex	UKB_20002_1309_self_reported_osteoporosis	0.002822943794661904	4.321744907501199e-6	6.684273610393863e-6	3.02964001003415e-7	0.6132795727916971	4469.022268675753
Brain_Cerebellum	Astle_et_al_2016_High_light_scatter_reticulocyte_count	0.005971595609157672	3.634052435502451e-5	1.9990354047272043e-5	0	0.6200622933449343	6520.507433969547
Brain_Cortex	UKB_20002_1616_self_reported_insomnia	0.0026269328871051643	3.5972024172473453e-6	7.634170997336105e-6	3.0071303710662033e-7	0.6132776637581718	4469.022268675753
Brain_Cortex	UKB_20002_1461_self_reported_inflammatory_bowel_disease	0.002659779758608905	3.951866092981124e-6	6.977275428333698e-6	8.324293307268366e-20	0.6132752902611418	4469.022268675753
Brain_Frontal_Cortex_BA9	UKB_1160_Sleep_duration	0.003473954522429311	6.150844805657957e-6	7.208044746659478e-6	4.6751143299838115e-19	0.7269060858538525	3668.22555798069
Brain_Cortex	UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	0.002789506943597987	4.127081586529085e-6	8.086808301490353e-6	0	0.6132646731946538	4469.022268675753
Brain_Cerebellum	Astle_et_al_2016_Sum_basophil_neutrophil_counts	0.005861880941055708	3.694983738008903e-5	2.575149463673017e-5	0	0.6200656968727721	6520.368281269547
Brain_Cortex	Astle_et_al_2016_Eosinophil_counts	0.005705052134234276	3.5528755931688654e-5	1.909826616699971e-5	2.54333912750684e-7	0.6128361630947052	4471.562121001445
Brain_Cerebellar_Hemisphere	BCAC_ER_positive_BreastCancer_EUR	0.004860263532327652	1.461596856805539e-5	1.8064175052968904e-5	1.0198719570411065e-16	0.7088637350286628	5940.899065532778
Brain_Cortex	UKB_20002_1262_self_reported_parkinsons_disease	0.002809950850478763	4.342148714158212e-6	7.006442818088333e-6	4.1051543285155717e-19	0.6132891275906204	4469.022268675753
Brain_Cortex	Astle_et_al_2016_Monocyte_count	0.0058359573394028644	3.637787992033557e-5	1.4422855028362404e-5	1.8431184594905108e-18	0.6128264151107936	4471.224485626636
Brain_Cortex	UKB_6152_8_diagnosed_by_doctor_Asthma	0.003650333479346358	1.19788817631309e-5	1.0326139066544685e-5	9.871597523072661e-8	0.6132682125390295	4469.022268675753
Brain_Frontal_Cortex_BA9	UKB_1807_Fathers_age_at_death	0.0035535978237179913	7.072485981921714e-6	7.796531316520124e-6	1.0589986224679056e-7	0.7271096597639419	3668.22555798069
Brain_Cerebellum	pgc.scz2	0.005827041837320378	2.192092420439454e-5	1.8937865567924124e-5	4.994918526419421e-7	0.6170972322450701	6512.717095558791
Brain_Cortex	UKB_20002_1065_self_reported_hypertension	0.003955335549756288	8.10673011161168e-6	1.091777036834561e-5	5.845640517567805e-19	0.6131437678949427	4469.022268675753
Brain_Frontal_Cortex_BA9	UKB_1180_Morning_or_evening_person_chronotype	0.0038758866969102897	7.855897044320886e-6	9.986359033938754e-6	5.191748313624698e-19	0.727091388452169	3668.22555798069
Brain_Cerebellum	Astle_et_al_2016_Sum_eosinophil_basophil_counts	0.005793810532005004	3.4246768431075976e-5	2.5985294145016906e-5	4.56084383567742e-7	0.6200559522109007	6520.351913209547
Brain_Frontal_Cortex_BA9	UKB_50_Standing_height	0.0067085834013264475	4.119588933350519e-5	1.632888926811999e-5	4.7485324063283477e-7	0.7271093553329551	3668.22555798069
Brain_Cerebellum	UKB_23099_Body_fat_percentage	0.004696016353585416	1.4682046244153109e-5	1.2408002558920519e-5	0	0.6202126608063062	6522.578981295563
Brain_Cortex	UKB_20002_1154_self_reported_irritable_bowel_syndrome	0.002844833952106484	4.364908213275689e-6	7.631552931097693e-6	3.7184676704225346e-19	0.6132501185459811	4469.022268675753
Brain_Cerebellum	Jones_et_al_2016_SleepDuration	0.004776511285302731	1.342734905248394e-5	1.9352497850278256e-5	3.223416561444365e-7	0.6176100515827955	6507.212482085404
Brain_Cerebellum	UKB_21001_Body_mass_index_BMI	0.004840891380653131	1.5987823075858146e-5	1.078052362530915e-5	0	0.6202157734766852	6522.578981295563
Brain_Cerebellum	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	0.004323242136149609	1.1086224674952647e-5	1.6068240949402618e-5	8.462693351150264e-19	0.6201585676963606	6522.578981295563
Brain_Cerebellum	UKB_20002_1313_self_reported_ankylosing_spondylitis	0.0030808856905283574	1.0369826679578721e-5	7.02222038939322e-6	9.304525529955985e-7	0.620199285340517	6522.578981295563
Brain_Cortex	UKB_20002_1223_self_reported_type_2_diabetes	0.002782371351524417	4.282374771786325e-6	6.6601010263280306e-6	3.5085305928168174e-19	0.613141825038111	4469.022268675753
Brain_Cerebellum	UKB_20002_1262_self_reported_parkinsons_disease	0.002832368651146228	5.002672174395783e-6	5.883157318724802e-6	1.2832441520996972e-9	0.6201963132724057	6522.578981295563
Brain_Cortex	Astle_et_al_2016_Platelet_count	0.00607950913024349	3.338858118586244e-5	1.5062450208425228e-5	2.471806474119432e-7	0.6127254702507103	4471.5942226414445
Brain_Cerebellar_Hemisphere	UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	0.002936138995114765	5.2895324792222035e-6	5.00998252371424e-6	3.609932881396618e-19	0.7097806027440101	5938.54300722762
Brain_Cerebellar_Hemisphere	CARDIoGRAM_C4D_CAD_ADDITIVE	0.0040765100973500475	1.0647928878170415e-5	8.803563183818842e-6	1.7039072505912548e-19	0.7093808171699338	5996.84836490843
Brain_Cortex	UKB_1807_Fathers_age_at_death	0.0035165185296277923	6.568814594585484e-6	9.524931764766764e-6	2.672554218290045e-18	0.6132777842211964	4469.022268675753
Brain_Cortex	UKB_23099_Body_fat_percentage	0.004646387368085897	1.3840328294509571e-5	1.0604977302437728e-5	1.1213121512098329e-8	0.6132666461170049	4469.022268675753
Brain_Cortex	Astle_et_al_2016_Sum_eosinophil_basophil_counts	0.005681800152470967	3.436952580063075e-5	1.9945767310170693e-5	1.1126757859253321e-7	0.6128259531408099	4471.566025061445
Brain_Cerebellum	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	0.0037116850765316176	1.4927495933312435e-5	9.61452693006336e-6	0	0.6201344881268733	6522.578981295563
Brain_Cortex	UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	0.00288913146814106	4.396396771828741e-6	7.2561634941735604e-6	8.209132239202417e-8	0.6132771198082039	4469.022268675753
Brain_Frontal_Cortex_BA9	UKB_20016_Fluid_intelligence_score	0.0063262125391370765	2.331496463618363e-5	2.7451592877508642e-5	6.675162429454342e-7	0.7270555023594183	3668.22555798069
Brain_Cerebellum	UKB_1180_Morning_or_evening_person_chronotype	0.003882962051188991	8.81958939958227e-6	1.0688341488711569e-5	1.6557054530678407e-20	0.6202172784144108	6522.578981295563
Brain_Cerebellar_Hemisphere	MAGNETIC_HDL.C	0.012229987475926522	1.113308929848096e-4	1.2193105525790178e-4	2.087992462631086e-18	0.7092858375484123	5881.047566198192
Brain_Cerebellum	MAGNETIC_IDL.TG	0.011788704297007156	8.86764779635568e-5	1.398205396697511e-4	4.161773717524528e-18	0.6200782085233398	6449.5215598226005
Brain_Cerebellum	UKB_1160_Sleep_duration	0.003492582041271014	7.1446915411346716e-6	8.047689448256027e-6	9.997008597855304e-8	0.6202111559335841	6522.578981295563
Brain_Cerebellum	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	0.004451107985678623	1.366875013659365e-5	1.7222365829725995e-5	0	0.6202079200180531	6522.578981295563
Brain_Cortex	UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	0.0031738243481410394	1.12118087763827e-5	8.394328488433892e-6	0	0.6132725530138609	4469.022268675753
Brain_Cortex	UKB_20002_1453_self_reported_psoriasis	0.0035035097320623384	3.227540531998358e-5	1.3022151209902016e-5	4.989397175553207e-6	0.6132838663037453	4469.022268675753
Brain_Cortex	UKB_20002_1289_self_reported_schizophrenia	0.0027062962741954814	4.02460580800931e-6	7.293497743460181e-6	0	0.6132644770308858	4469.022268675753
Brain_Cortex	UKB_20002_1462_self_reported_crohns_disease	0.002743260304106284	4.287840460528434e-6	6.3052878403217475e-6	1.351917791013827e-19	0.6132662973842782	4469.022268675753
Brain_Cerebellum	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	0.0029723716579377634	5.401584930471172e-6	6.4062293710960405e-6	1.96659957615768e-7	0.62020934820132545	6522.578981295563
Brain_Frontal_Cortex_BA9	UKB_3526_Mothers_age_at_death	0.0038422135621352855	8.167416385913894e-6	1.1730586291493295e-5	8.22797027395185e-8	0.7271082161277785	3668.22555798069
Brain_Cortex	UKB_21001_Body_mass_index_BMI	0.004725192031138443	1.4470943368953511e-5	9.88177708450464e-6	6.971196342683898e-17	0.6132905578276162	4469.022268675753
Brain_Cortex	UKB_20002_1473_self_reported_high_cholesterol	0.003203443374222853	6.95043224513097e-6	7.359891395708578e-6	3.51416343148991e-20	0.6132769952950751	4469.022268675753
Brain_Cerebellum	UKB_20002_1222_self_reported_type_1_diabetes	0.002877345036300642	5.941222952587558e-6	6.343618403219187e-6	0	0.620217780578631	6522.578981295563
Brain_Cortex	GEFOS_Forearm	0.007285097698119024	2.9018981167449505e-5	5.876424710497218e-5	5.3189806340407805e-6	0.6132262605228157	-8667.804799701315
Brain_Cortex	UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	0.002645794773359237	3.6955847210414176e-6	7.530847572645492e-6	0	0.6132835143962383	4469.022268675753
Brain_Cortex	UKB_20002_1463_self_reported_ulcerative_colitis	0.002939968493061434	5.245456260269615e-6	7.707261045997011e-6	0	0.6132584278156431	4469.022268675753
Brain_Cortex	UKB_20002_1466_self_reported_gout	0.002967872475384293	5.264614620478113e-6	6.628510371166912e-6	2.3925090610528226e-7	0.6130922952536969	4469.022268675753
Brain_Cortex	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	0.012869157573097461	1.7740242353248613e-4	1.3453666048412007e-4	0	0.5780379963175638	4462.490606464947
Brain_Cortex	UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	0.002955064361336963	4.83291776336696e-6	7.0916347306975515e-6	0	0.613291956562441	4469.022268675753
Brain_Cortex	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	0.0037003401343326304	1.0522523786840447e-5	8.301231608297615e-6	9.132779957981408e-19	0.6132587053027788	4469.022268675753
Brain_Cortex	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	0.002882666163670995	4.451710693536163e-6	7.106909725342502e-6	0	0.6132878326356975	4469.022268675753
Brain_Cortex	UKB_20002_1464_self_reported_rheumatoid_arthritis	0.0030523900648049833	8.758580504531094e-6	6.163273651066595e-6	1.9157646122379915e-7	0.6130726338087914	4469.022268675753
Brain_Cortex	UKB_1180_Morning_or_evening_person_chronotype	0.003842557359607076	8.098577350659293e-6	1.0062847755439739e-5	9.817357345142143e-8	0.6132582912882458	4469.022268675753
Brain_Cortex	Jones_et_al_2016_SleepDuration	0.004776406036269169	1.2626686290143537e-5	2.0539036523269158e-5	5.652153117220895e-21	0.6109514187654207	4464.138995163595
Brain_Cerebellum	UKB_20002_1462_self_reported_crohns_disease	0.0028008058087554584	4.7314063680197184e-6	6.71053741690697e-6	6.077544159048643e-9	0.6201943941896625	6522.578981295563
Brain_Cerebellum	UKB_20002_1309_self_reported_osteoporosis	0.0029393496038699844	5.044632310155049e-6	6.590377524643856e-6	2.2808582313656108e-20	0.6202064224611298	6522.578981295563
Brain_Cortex	UKB_20002_1452_self_reported_eczema_or_dermatitis	0.0028437610111890985	4.827693972352749e-6	7.35053930652657e-6	1.0218361453738899e-7	0.6132790815278671	4469.022268675753
Brain_Frontal_Cortex_BA9	UKB_1200_Sleeplessness_or_insomnia	0.0033658619862192755	6.4079954408526e-6	7.294290530064155e-6	6.43675867398833e-8	0.7271072145092975	3668.22555798069
Brain_Cerebellum	UKB_20002_1464_self_reported_rheumatoid_arthritis	0.003014368349370927	7.243384418628824e-6	6.9078974999963775e-6	2.351977960266046e-21	0.6201067432921501	6522.578981295563
Brain_Cortex	UKB_G43_Diagnoses_main_ICD10_G43_Migraine	0.00267699610132591	3.6608601708623377e-6	7.169545807231874e-6	2.00377101153527e-20	0.6132918971302962	4469.022268675753
Brain_Cerebellum	UKB_20002_1154_self_reported_irritable_bowel_syndrome	0.0028950659274538273	4.701769553879939e-6	7.098314574897722e-6	3.971540162089139e-8	0.6200861046290639	6522.578981295563
Brain_Cortex	MAGNETIC_HDL.C	0.012087811724009662	1.0843733596540944e-4	1.3290437530378218e-4	2.292854223541587e-6	0.6127593027191465	4422.744093642274
Brain_Cerebellum	UKB_20002_1452_self_reported_eczema_or_dermatitis	0.0029293629681237145	5.845808626861955e-6	6.246606482843747e-6	0	0.6202202118262929	6522.578981295563
Brain_Cortex	UKB_20002_1261_self_reported_multiple_sclerosis	0.0029484540668146897	7.417513307733366e-6	9.257074199651672e-6	9.058014505893578e-7	0.613251529100057	4469.022268675753
Brain_Frontal_Cortex_BA9	UKB_20022_Birth_weight	0.004767849674405016	1.3484979267065317e-5	1.3374240599902199e-5	0	0.727098141201147	3668.22555798069
Brain_Cerebellum	UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	0.0027232760425398082	4.355202702635436e-6	6.894301068523808e-6	1.4038543204207067e-7	0.6201883795944897	6522.578981295563
Brain_Cortex	MAGNETIC_CH2.DB.ratio	0.010954401687480058	1.16009080627805e-4	9.463456314302019e-5	8.939235139333696e-6	0.6128459816267955	4423.511299369504
Brain_Frontal_Cortex_BA9	UKB_23099_Body_fat_percentage	0.0047535191069499666	1.5124922972994573e-5	1.0945990221157149e-5	9.16179044633514e-19	0.7270373275927291	3668.22555798069
Brain_Cerebellum	UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	0.002728896906885288	4.923698465785277e-6	5.295681146131076e-6	1.0764732787709507e-20	0.6201654480221472	6522.578981295563
Brain_Cerebellum	UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	0.003021994145786834	5.304316723233485e-6	5.971063735200009e-6	0	0.6202200434926963	6522.578981295563
Brain_Cortex	UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	0.002601574412444245	3.7114052937953756e-6	7.380080998584824e-6	5.3755747752123644e-8	0.6132906027983482	4469.022268675753
Brain_Cerebellum	UKB_20002_1461_self_reported_inflammatory_bowel_disease	0.0026707788591204735	4.204329978314022e-6	6.1184356826949865e-6	3.2395807530019733e-19	0.6201575523034658	6522.578981295563
Brain_Frontal_Cortex_BA9	UKB_21001_Body_mass_index_BMI	0.004825388564513684	1.5507395432544316e-5	1.0005125883624996e-5	1.0060323925729983e-7	0.7270077265676494	3668.22555798069
Brain_Frontal_Cortex_BA9	UKB_20127_Neuroticism_score	0.003867385411121571	9.379874373468069e-6	8.554243437268373e-6	4.062939917733092e-8	0.7271083670236169	3668.22555798069
Brain_Cortex	CARDIoGRAM_C4D_CAD_ADDITIVE	0.00409215324644802	9.869608234138934e-6	1.1295108321970333e-5	3.268357500652363e-7	0.6129351309324842	4503.275359328716
Brain_Cerebellar_Hemisphere	CNCR_Insomnia_all	0.004972250847896467	1.4020297981397359e-5	1.8496856658092486e-5	5.152604018941951e-7	0.7095876530437482	5932.269588640061
Brain_Cerebellum	UKB_20002_1463_self_reported_ulcerative_colitis	0.0029868974229156275	5.636791361921911e-6	6.54446700438974e-6	2.4568378639051923e-7	0.6201906692973815	6522.578981295563
Brain_Cerebellum	UKB_G43_Diagnoses_main_ICD10_G43_Migraine	0.0027152002004545944	4.0689055984113805e-6	6.870077778569884e-6	0	0.6202196448647332	6522.578981295563
Brain_Cerebellum	UKB_20002_1466_self_reported_gout	0.003115821983595818	5.804559654185657e-6	6.800013758744858e-6	9.911756535071387e-21	0.6202135496935735	6522.578981295563
Brain_Cerebellum	UKB_1200_Sleeplessness_or_insomnia	0.003337880240509444	6.337382214059096e-6	8.27744148571265e-6	1.861159335095365e-7	0.6202133424744408	6522.578981295563
Brain_Cerebellum	UKB_20022_Birth_weight	0.004797678776132878	1.4243433131124636e-5	1.2899991391283994e-5	0	0.6202064057267701	6522.578981295563
Brain_Cortex	CNCR_Insomnia_all	0.004919307858694379	1.2788273368878336e-5	2.329518723328098e-5	2.5656536936183867e-7	0.6129052316502344	4466.102672070543
Brain_Cerebellum	UKB_50_Standing_height	0.006744113524447101	4.113741024415327e-5	2.059376154836234e-5	1.3422443837189717e-19	0.6202012406013694	6522.578981295563
Brain_Cerebellum	UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	0.0032122556592210356	1.2649345158465765e-5	9.180328909535467e-6	0	0.620202014573208	6522.578981295563
Brain_Cerebellum	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	0.003801018849036062	1.1370708215108328e-5	8.231461216776262e-6	2.6422542320577744e-7	0.6202075567201999	6522.578981295563
Brain_Cerebellum	UKB_20002_1261_self_reported_multiple_sclerosis	0.002985249300440178	7.716227168321067e-6	8.48993926646474e-6	5.408982138681798e-19	0.620214322102293	6522.578981295563
Brain_Cerebellum	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	0.005042461436431104	2.1683704451178403e-5	2.5294615832187442e-5	2.963475061081915e-7	0.6201923513164599	6522.578981295563
Brain_Cerebellum	BCAC_ER_negative_BreastCancer_EUR	0.005195527145604318	1.5724855482086474e-5	2.1882422313657946e-5	2.543643054853109e-7	0.6195812985512767	6516.5660338065145
Brain_Cortex	BCAC_Overall_BreastCancer_EUR	0.005337789904849902	1.6584514393927636e-5	2.163588868620839e-5	1.2349116067556912e-18	0.6123940917390652	4470.493714416953
Brain_Cortex	MAGNETIC_LDL.C	0.01473300173720761	1.3451036646628224e-4	2.1514734108246634e-4	1.347727907959101e-5	0.6128741760721526	4421.455569696247
Brain_Cerebellum	UKB_6152_8_diagnosed_by_doctor_Asthma	0.0036626074914729986	1.1433831747807883e-5	8.707723625432343e-6	1.0414915682879368e-22	0.6201882450395507	6522.578981295563
Brain_Cerebellum	UKB_20002_1065_self_reported_hypertension	0.0040232820570940036	8.92424688690777e-6	1.1462923205316671e-5	1.2018888389893488e-7	0.6202180982887214	6522.578981295563
Brain_Cerebellum	UKB_20002_1616_self_reported_insomnia	0.0027368995179556043	4.504566491236041e-6	6.1287762508196066e-6	4.2753209736709456e-8	0.6201736849242304	6522.578981295563
Brain_Cerebellum	UKB_20016_Fluid_intelligence_score	0.006314566407726984	2.243431181753183e-5	3.088170201696949e-5	0	0.6202121404632055	6522.578981295563
Brain_Cerebellum	UKB_20127_Neuroticism_score	0.003942749710760584	1.018804093652238e-5	1.081148880881106e-5	6.475822238014904e-19	0.6202076959214919	6522.578981295563
Brain_Cerebellum	UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	0.0029625675461122424	5.317459785397419e-6	6.416882435384789e-6	2.793618530216412e-23	0.6202033815087981	6522.578981295563
Brain_Cerebellum	UKB_20002_1223_self_reported_type_2_diabetes	0.002852311905494194	4.7668309117631215e-6	6.790142416817445e-6	8.88361990291997e-8	0.620210519304483	6522.578981295563
Brain_Cerebellum	UKB_20002_1265_self_reported_migraine	0.002964542583415078	5.235398832467924e-6	6.247597829459231e-6	0	0.6201757801153872	6522.578981295563
Brain_Cerebellum	UKB_20002_1289_self_reported_schizophrenia	0.0027882526386307964	4.87211473197995e-6	6.3957394307481475e-6	2.9144217066780126e-7	0.6202165341640609	6522.578981295563
Brain_Cerebellum	UKB_3526_Mothers_age_at_death	0.003942780308991282	8.995431977439626e-6	1.1662213491216719e-5	1.644410033123187e-7	0.6202197439093725	6522.578981295563
Brain_Cerebellum	CARDIoGRAM_C4D_CAD_ADDITIVE	0.004072915212987058	1.0733395819415656e-5	1.0180439887072738e-5	1.683807865497185e-21	0.6198207487778598	6586.21609679293
Brain_Cortex	BCAC_ER_negative_BreastCancer_EUR	0.005140819348472384	1.5562283259651088e-5	1.9876095722589476e-5	1.7937749440009775e-18	0.6123985983057451	4468.280016984656
Brain_Cerebellar_Hemisphere	EAGLE_Eczema	0.004815533087189675	1.501833122222679e-5	1.628217499820417e-5	2.7136018605834104e-19	0.7077015854396571	5920.401894271893
Brain_Cerebellum	UKB_20002_1473_self_reported_high_cholesterol	0.0033505070451324676	7.611753124527121e-6	8.98460651968047e-6	1.6898889422819522e-7	0.6201955837317953	6522.578981295563
Brain_Cerebellum	UKB_20002_1453_self_reported_psoriasis	0.0035776003509576716	4.067581925451515e-5	1.4422038818297565e-5	0	0.6201968121977586	6522.578981295563
Brain_Cortex	BCAC_ER_positive_BreastCancer_EUR	0.004813543045673217	1.3473359112210908e-5	2.2251389003847517e-5	3.902806010157291e-7	0.6125678196091078	4470.727859612142
Brain_Cerebellum	UKB_1807_Fathers_age_at_death	0.003571724294746058	7.5184986517222645e-6	9.026666246357252e-6	0	0.6201907036022959	6522.578981295563
Brain_Cerebellum	EAGLE_Eczema	0.0048755821422180046	1.5164163448143689e-5	1.8511388831277224e-5	2.026776013938992e-20	0.6180450938094706	6496.799669138951
Brain_Cortex	EAGLE_Eczema	0.004873865752145134	1.318886910137061e-5	2.1665908829818314e-5	7.652647545953553e-7	0.6110607376182855	4457.237368739513
Brain_Cerebellum	BCAC_Overall_BreastCancer_EUR	0.005390669564856672	1.7477327812662746e-5	2.1454568767177312e-5	3.0490601540209664e-7	0.6194307794159548	6521.77491501862
