tissue phenotype rcp_threshold concordance_pearson concordance_spearman n ld_median ld_1st_quartile ld_3rd_quartile
Artery_Tibial Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 0.367451430424835 0.428571428571429 6 0.408083735279028 0.243875032731964 0.553750840366119
Brain_Amygdala Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.149343445708372 0.175951871826904 1039 0.0540621360149566 0.013698964659667 0.193326966666307
Brain_Amygdala Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.298897703678659 0.331372549019608 35 0.067923849745454 0.0164502652593735 0.106935705253306
Brain_Amygdala Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 -0.0692266388983474 -0.5 5 0.0439325511806418 0.00245432325046595 0.212968380135284
Brain_Amygdala Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 -0.151257056163741 -0.5 3 0.0439325511806418 0.0231934372155539 0.155283756263109
Brain_Amygdala Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 -1 -1 2 0.155283756263109 0.0996081537218756 0.210959358804343
Brain_Amygdala Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 NA NA 1 0.266634961345577 0.266634961345577 0.266634961345577
Brain_Anterior_cingulate_cortex_BA24 Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.124115464308621 0.170728887758788 1483 0.0557018239340619 0.0148489217982057 0.155549291220807
Brain_Anterior_cingulate_cortex_BA24 Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 -0.00942757435777196 0.053311594425816 58 0.0492690509992607 0.0136098295590892 0.101710356576934
Brain_Anterior_cingulate_cortex_BA24 Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.335184920676928 0.292307692307692 14 0.0953336250055514 0.0247128764894715 0.204909511247966
Brain_Anterior_cingulate_cortex_BA24 Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.655021051020039 0.607142857142857 7 0.184244454298276 0.029245065456237 0.218358387702579
Brain_Anterior_cingulate_cortex_BA24 Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.368329511766353 0.2 4 0.125053653477149 0.0337772544230026 0.250121060405492
Brain_Anterior_cingulate_cortex_BA24 Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 NA NA 1 0.211797863564529 0.211797863564529 0.211797863564529
Brain_Caudate_basal_ganglia Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.10698160317674 0.126660374982342 2984 0.0423449978546265 0.0100335157589945 0.13765852241619
Brain_Caudate_basal_ganglia Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.277593965886324 0.288045037520641 98 0.0514097463040728 0.0136737385511324 0.172494265696076
Brain_Caudate_basal_ganglia Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.491573219533616 0.481225296442688 23 0.0515257357094839 0.0145192070010825 0.181074718831192
Brain_Caudate_basal_ganglia Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.201962460094794 0.314685314685315 12 0.0515717409819526 0.0136388910052752 0.302269093410113
Brain_Caudate_basal_ganglia Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.853970230445624 0.9 5 0.25022161979005 0.050845095120407 0.281328574237357
Brain_Caudate_basal_ganglia Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 NA NA 1 0.25022161979005 0.25022161979005 0.25022161979005
Brain_Cerebellar_Hemisphere Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.179350889186429 0.196799148853644 3629 0.039049118197266 0.00896579263769486 0.137632938737162
Brain_Cerebellar_Hemisphere Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.326076590601657 0.328915392437886 125 0.0630238543495715 0.0171314729458929 0.171643026087719
Brain_Cerebellar_Hemisphere Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.495921331416826 0.524786324786325 26 0.0511842656427349 0.0223544114110695 0.121760681723711
Brain_Cerebellar_Hemisphere Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.35079569688681 0.394736842105263 19 0.0508368070778529 0.0235640991325175 0.105483855670567
Brain_Cerebellar_Hemisphere Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.391212731724714 0.409090909090909 11 0.0515317242076169 0.0317706684607067 0.084933438207392
Brain_Cerebellar_Hemisphere Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 NA NA 1 0.0508368070778529 0.0508368070778529 0.0508368070778529
Brain_Cerebellum Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.157860504541779 0.183878154393004 4276 0.0421211991964638 0.00887771374572342 0.148106232324129
Brain_Cerebellum Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.346822199921139 0.387053184074648 150 0.0856624681615557 0.0205426268604169 0.215758292191862
Brain_Cerebellum Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.379652529559312 0.445183542744518 29 0.0845790881306307 0.0132251338101828 0.23338193842512
Brain_Cerebellum Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.472275813882496 0.577443609022556 20 0.126609967791312 0.0194949230834384 0.30104979377024
Brain_Cerebellum Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.497843141934492 0.566433566433566 12 0.0753767683999046 0.0194949230834384 0.151752665948616
Brain_Cerebellum Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 -0.368521527858436 0.5 3 0.0845790881306307 0.0428249510146585 0.109432999184379
Brain_Cortex Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.143815135712555 0.180403307404547 3321 0.0462387440304511 0.0107913935979592 0.143253266062394
Brain_Cortex Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.310757160587038 0.337625391672866 110 0.0507149061902909 0.0122480477675993 0.110967845478754
Brain_Cortex Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.408957490491327 0.503573749187784 21 0.0891273329462669 0.0238820896989869 0.253607187431602
Brain_Cortex Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.387109975272197 0.496388028895769 18 0.109853486504472 0.0372164045089178 0.248866126000588
Brain_Cortex Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.301146973856297 0.34965034965035 12 0.176409897372038 0.0467599509747172 0.271957468681001
Brain_Cortex Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 -1 -1 2 0.154949121115473 0.115102210819435 0.19479603141151
Brain_Frontal_Cortex_BA9 Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.120739420840622 0.14494569850945 2638 0.0477296738522417 0.0108707540541821 0.143825155021907
Brain_Frontal_Cortex_BA9 Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.271471210845247 0.311427866222387 73 0.0735998816020682 0.016374360215307 0.186807199528091
Brain_Frontal_Cortex_BA9 Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.58997746076832 0.6 11 0.0891273329462669 0.024565715494936 0.314290387166822
Brain_Frontal_Cortex_BA9 Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.644138581524868 0.607142857142857 7 0.0453853931746937 0.024565715494936 0.201724036547329
Brain_Frontal_Cortex_BA9 Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.891880675699458 0.8 4 0.179853066661543 0.0403707875144786 0.327013217843389
Brain_Frontal_Cortex_BA9 Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 1 1 2 0.0353561818542635 0.0303415761940485 0.0403707875144786
Brain_Hippocampus Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.209558332855224 0.243325601562392 1824 0.043542911396651 0.00955422829699361 0.148817877228335
Brain_Hippocampus Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.0437277305005247 0.106614246068455 47 0.038397124822618 0.00887078650027563 0.117322550764701
Brain_Hippocampus Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.0145932237006762 0.212121212121212 10 0.0412357647509757 0.00627702942128354 0.0498203623192911
Brain_Hippocampus Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.548947825754637 0.8 5 0.050845095120407 0.0454312242829618 0.120130218046815
Brain_Hippocampus Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.905432772897563 0.5 3 0.050845095120407 0.0285499795844234 0.14562100540666
Brain_Hippocampus Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 NA NA 1 0.240396915692913 0.240396915692913 0.240396915692913
Brain_Hypothalamus Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.151270955373913 0.154113519416491 1822 0.0519775130777781 0.0115494477629614 0.148676709615963
Brain_Hypothalamus Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.488862787814314 0.502722057802623 69 0.0504070994973686 0.0167008019576455 0.0934666746589057
Brain_Hypothalamus Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.108782524438822 0.187878787878788 10 0.048559199418364 0.0148582745904764 0.0686228444459741
Brain_Hypothalamus Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 -0.203054136359688 0 4 0.0299552994301936 0.011003573959673 0.0474162515673426
Brain_Hypothalamus Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 -0.203054136359688 0 4 0.0299552994301936 0.011003573959673 0.0474162515673426
Brain_Hypothalamus Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 1 1 2 0.0246878570614073 0.0138951337339505 0.0354805803888642
Brain_Nucleus_accumbens_basal_ganglia Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.171085318891367 0.181941731065053 2637 0.0484209589357639 0.0106784138673357 0.171981609577117
Brain_Nucleus_accumbens_basal_ganglia Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.284493193352507 0.302289856463924 63 0.0652009801485549 0.0209341596716641 0.173732014907589
Brain_Nucleus_accumbens_basal_ganglia Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.192186548044936 0.164285714285714 15 0.0487093064922242 0.0258635909609795 0.268457243287184
Brain_Nucleus_accumbens_basal_ganglia Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.19171226749527 0.266666666666667 9 0.161606952014217 0.0487093064922242 0.393287404937927
Brain_Nucleus_accumbens_basal_ganglia Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.242145060624191 0.142857142857143 6 0.106221879546035 0.0456848509438 0.218528121726119
Brain_Nucleus_accumbens_basal_ganglia Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 NA NA 1 0.161606952014217 0.161606952014217 0.161606952014217
Brain_Putamen_basal_ganglia Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.125473902405536 0.150419650364826 2685 0.0442860558546629 0.0112348322298872 0.140376932994221
Brain_Putamen_basal_ganglia Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.168585821078861 0.192211280214861 93 0.0356090895303046 0.0142203232294092 0.154377318545141
Brain_Putamen_basal_ganglia Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.202287571534884 0.292857142857143 15 0.0405728487570371 0.0146150556416233 0.219677758316804
Brain_Putamen_basal_ganglia Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.243904953692888 0.36969696969697 10 0.149369122397014 0.0431388383372411 0.287424631874371
Brain_Putamen_basal_ganglia Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.0374501794066013 0.1 5 0.234642941707548 0.0940256698679672 0.305018528596645
Brain_Putamen_basal_ganglia Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 -1 -1 2 0.1427398743927 0.0967883407352767 0.188691408050124
Brain_Spinal_cord_cervical_c-1 Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.0705491061508332 0.113144289956473 1339 0.0515401097001387 0.0120610100929107 0.142781158089535
Brain_Spinal_cord_cervical_c-1 Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 -0.039898568222039 -0.00820658715395558 38 0.0323492082149115 0.0055334212205885 0.0757119027154155
Brain_Spinal_cord_cervical_c-1 Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 -0.452943974347406 -0.214285714285714 7 0.0313896752161371 0.0148701089933756 0.0495755917423993
Brain_Spinal_cord_cervical_c-1 Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 NA NA 1 0.0508368070778529 0.0508368070778529 0.0508368070778529
Brain_Spinal_cord_cervical_c-1 Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 NA NA 1 0.0508368070778529 0.0508368070778529 0.0508368070778529
Brain_Spinal_cord_cervical_c-1 Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 NA NA 1 0.0508368070778529 0.0508368070778529 0.0508368070778529
Brain_Substantia_nigra Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.17703706427657 0.182050161279642 927 0.0645745355531161 0.0163400036999454 0.168248279544871
Brain_Substantia_nigra Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.489184122187289 0.547368421052632 20 0.0703735877090039 0.0229325649656544 0.132183385744562
Brain_Substantia_nigra Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.920847243148913 0.4 4 0.0709029851700006 0.0479096247904461 0.125246863426696
Brain_Substantia_nigra Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.925463959027409 0.5 3 0.0781174974537361 0.0709029851700006 0.172376229399657
Brain_Substantia_nigra Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.925463959027409 0.5 3 0.0781174974537361 0.0709029851700006 0.172376229399657
Brain_Substantia_nigra Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 NA NA 1 0.266634961345577 0.266634961345577 0.266634961345577
Breast_Mammary_Tissue Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.170944415557739 0.174655379281484 4457 0.0538314047797717 0.0128966243088981 0.174312810349321
Breast_Mammary_Tissue Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.346151098211386 0.364174827472889 209 0.0799980221604488 0.0169286666254536 0.207810629133462
Breast_Mammary_Tissue Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.424050724396162 0.425551105819533 55 0.0895091720347466 0.0259686605023336 0.221400939504763
Breast_Mammary_Tissue Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.448550830206964 0.426581118240147 32 0.125147285448581 0.0481657882041173 0.225029030229013
Breast_Mammary_Tissue Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.407555522985933 0.275438596491228 19 0.118800198261207 0.0454947693303818 0.212885749238306
Breast_Mammary_Tissue Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 0.331160975697524 0.2 6 0.109832319157481 0.0428237504566463 0.218189164089938
Cells_Cultured_fibroblasts Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.121425576417262 0.156416283071654 7402 0.0402777397772633 0.00937007573742924 0.17932382658224
Cells_Cultured_fibroblasts Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.215343000308858 0.265830176755558 315 0.0667695092631076 0.0101473206266568 0.225171478388154
Cells_Cultured_fibroblasts Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.33873986804309 0.391240190488966 71 0.0598216269585563 0.00977971402828437 0.218538979821034
Cells_Cultured_fibroblasts Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.483724296101677 0.522932064392022 39 0.0515612255171565 0.00856987950212718 0.218538979821034
Cells_Cultured_fibroblasts Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.690108754141533 0.706040784917276 25 0.0749595247121783 0.00977971402828437 0.219117090298918
Cells_Cultured_fibroblasts Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 0.723294780332336 0.762557077625571 11 0.0778508198104957 0.0228320833631654 0.180174928003688
Cells_EBV-transformed_lymphocytes Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.182913580483039 0.206249302573889 1434 0.0637211763937634 0.0160743914213281 0.20370978453094
Cells_EBV-transformed_lymphocytes Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.465085014236098 0.424131941130433 68 0.106154912687158 0.0234906771856209 0.223945572623247
Cells_EBV-transformed_lymphocytes Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.668040359418716 0.625368731563422 16 0.125852364448717 0.0392875207359917 0.316610932775422
Cells_EBV-transformed_lymphocytes Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.66819549794852 0.642857142857143 8 0.112621236408563 0.0472502616318196 0.272613391524745
Cells_EBV-transformed_lymphocytes Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.645635014545334 0.8 5 0.131857107267787 0.0933853655493393 0.654396237261821
Cells_EBV-transformed_lymphocytes Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 1 1 2 0.0907162650078323 0.0701458438778549 0.11128668613781
Colon_Sigmoid Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.126803507618559 0.140546273368758 3897 0.0499313055973535 0.0103964674749719 0.171663202298533
Colon_Sigmoid Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.329409374858384 0.353313725949708 127 0.0741451412502709 0.0106800810968639 0.210777759100514
Colon_Sigmoid Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.311886704718075 0.266453044121272 29 0.0706619288483836 0.019264335829197 0.17741317955295
Colon_Sigmoid Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.317433195572578 0.375921375921376 17 0.139800290308446 0.0515317242076169 0.213727465149466
Colon_Sigmoid Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.460716924309079 0.345454545454545 10 0.116957161981054 0.0520092536666536 0.204648893750337
Colon_Sigmoid Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 -0.220838253391419 -0.5 3 0.139800290308446 0.0953185486931495 0.190689165827722
Colon_Transverse Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.141880567041062 0.159147933393965 4759 0.0476881174174073 0.00926088929996028 0.170003691033721
Colon_Transverse Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.248729993641626 0.275624252470343 193 0.0574404989764818 0.0125544901290048 0.249867372096045
Colon_Transverse Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.291748167586313 0.298242243780617 50 0.0511842656427349 0.0152801312179695 0.24034257875906
Colon_Transverse Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.393004109060043 0.298961138899577 25 0.100628654771505 0.0378776778693897 0.148706399498384
Colon_Transverse Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.181185323277629 0.0818181818181818 11 0.0515317242076169 0.0280403814832337 0.142819798330131
Colon_Transverse Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 0.170536532870463 0.1 5 0.0508368070778529 0.0182098306861617 0.100628654771505
Esophagus_Gastroesophageal_Junction Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.158167099297156 0.164401448214662 4280 0.0474600070394747 0.0104190677142054 0.162228974871404
Esophagus_Gastroesophageal_Junction Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.319998421032505 0.336532040180118 163 0.0757157626862858 0.0229335678972198 0.227417582860915
Esophagus_Gastroesophageal_Junction Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.219405167611025 0.195182042157131 28 0.0482254313854928 0.0345720805136771 0.184797858056649
Esophagus_Gastroesophageal_Junction Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.431381133294291 0.390513320337882 21 0.0489102265303056 0.03962096029823 0.225593091916928
Esophagus_Gastroesophageal_Junction Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.327950522403162 0.202643171806167 14 0.0471947006967423 0.0375242606120172 0.218782067973133
Esophagus_Gastroesophageal_Junction Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 0.322471369405226 0.117647058823529 6 0.111018126923871 0.0428237504566463 0.218782067973133
Esophagus_Mucosa Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.146101628297427 0.175735285696241 6412 0.0468888152123225 0.0101511321025653 0.178854379880536
Esophagus_Mucosa Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.31516913888797 0.318185015086192 239 0.0830037902321818 0.0208251223685763 0.20385426163404
Esophagus_Mucosa Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.284100966788769 0.277986800715475 46 0.0476019675396675 0.00983423152714492 0.225772002874606
Esophagus_Mucosa Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.342833019357055 0.313550939663699 23 0.0514047659057318 0.00810593980734199 0.204094297075698
Esophagus_Mucosa Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.187257569784271 0.258741258741259 12 0.0476019675396675 0.0082711348718477 0.160295716634148
Esophagus_Mucosa Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 0.539964160865894 0.4 4 0.0862166117422266 0.0329594866450413 0.155529926847675
Esophagus_Muscularis Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.157306265063092 0.200398206589614 6384 0.0499000729116651 0.00999263448288124 0.176337805758816
Esophagus_Muscularis Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.360745359477357 0.374551200070056 234 0.0751920719804942 0.0146043885909695 0.211754964812979
Esophagus_Muscularis Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.491242049256191 0.497731864445546 54 0.077214738532519 0.01475710963591 0.263569941988454
Esophagus_Muscularis Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.557984420314793 0.556048387096774 31 0.04410473762382 0.0133206467492516 0.203571644962364
Esophagus_Muscularis Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.486269495639393 0.49802371541502 23 0.0914215955805979 0.0304601677952093 0.321532681508795
Esophagus_Muscularis Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 0.303793151840925 0.20979020979021 12 0.045978707548451 0.0197635268780049 0.181235044842126
Heart_Atrial_Appendage Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.102992049066578 0.13669189308153 4565 0.0435354365142111 0.0105632931577327 0.156692693207199
Heart_Atrial_Appendage Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.335573800454705 0.360328714147599 155 0.0614063476448798 0.0160221618333596 0.213444367346336
Heart_Atrial_Appendage Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.234885639481574 0.168835930339138 32 0.0689081223267863 0.0232799209155806 0.234958134962756
Heart_Atrial_Appendage Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.37663513607561 0.207277452891488 21 0.0781174974537361 0.0405728487570371 0.234642941707548
Heart_Atrial_Appendage Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.220472986780207 0.118881118881119 12 0.104489559287148 0.0441762131561479 0.225340851437935
Heart_Atrial_Appendage Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 0.0111507031892961 -0.166666666666667 8 0.0908492140992064 0.0429230922989473 0.303317240271882
Heart_Left_Ventricle Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.154683644633803 0.168417154516629 4143 0.0440365288023024 0.0103964674749719 0.164614699293324
Heart_Left_Ventricle Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.397022659650603 0.399365705711281 163 0.0649855039251651 0.0183672857971461 0.219090898609615
Heart_Left_Ventricle Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.398676252037748 0.389209434153254 39 0.0881368759941246 0.0183672857971461 0.229412719750771
Heart_Left_Ventricle Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.641979123065498 0.648814749780509 19 0.156718290105133 0.0623454352245722 0.239130382867227
Heart_Left_Ventricle Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.648506272343264 0.587878787878788 10 0.184419084096041 0.0895235635172455 0.241374103447066
Heart_Left_Ventricle Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 -1 -1 2 0.239130382867227 0.236886662287388 0.241374103447066
Kidney_Cortex Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.213540211960362 0.230349132031594 687 0.0455762229220903 0.00796204619581711 0.153048972700207
Kidney_Cortex Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.504841466451655 0.3 5 0.0934666746589057 0.0178933221472113 0.150875931044202
Liver Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.13532899794628 0.147776012791063 1891 0.0552500513382218 0.013272577123938 0.170302999782781
Liver Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.319999003273315 0.29840931307207 74 0.0524826724709686 0.0101162502308163 0.164941087959329
Liver Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.252127632062787 0.129824561403509 12 0.13090531790246 0.0406437071790675 0.57122861990329
Liver Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.628137761034899 0.490909090909091 7 0.18212931527081 0.064332723783833 0.553984153194718
Liver Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.754593532827666 0.4 4 0.115556721152183 0.0441325376596141 0.345958895457815
Liver Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 -1 -1 2 0.115556721152183 0.0822704240928696 0.148843018211497
Lung Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.13908714998958 0.166402704586818 6043 0.0477420060941079 0.00901240615011943 0.174174342270805
Lung Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.262217656622869 0.301111998226619 280 0.0885462079701785 0.0166151829748175 0.274603447508028
Lung Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.475370849084186 0.478604771784232 57 0.0894531631702206 0.0114319963062126 0.300275885836153
Lung Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.637788469294219 0.603305785123967 24 0.131061862200129 0.0434057140358818 0.262121917003128
Lung Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.73671288862242 0.725206611570248 18 0.128342451569342 0.04504721016047 0.263308508846621
Lung Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 0.945869896595438 0.942857142857143 6 0.210909767285581 0.0413322391153736 0.476405968583019
Minor_Salivary_Gland Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.139291520623833 0.157805085004838 1330 0.0575124733148219 0.0135637150805854 0.18518445651094
Minor_Salivary_Gland Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.120352033621263 0.132319141950312 38 0.0691751186359297 0.0178552844969999 0.190416406002927
Minor_Salivary_Gland Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.05 0.334833277168513 0.428571428571429 9 0.193381931636728 0.0313896752161371 0.599069927209216
Minor_Salivary_Gland Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.1 0.704170941589537 0.411764705882353 6 0.405719775266949 0.198128854558716 0.769974185556555
Minor_Salivary_Gland Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.2 0.715902513940803 1 3 0.599069927209216 0.405719775266949 0.713006099440776
Minor_Salivary_Gland Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.5 NA NA 1 0.599069927209216 0.599069927209216 0.599069927209216
Muscle_Skeletal Astle_et_al_2016_Sum_basophil_neutrophil_counts 0 0.173762809168131 0.202198700190719 5897 0.0515053849670081 0.0114819370849287 0.190060429100024
Muscle_Skeletal Astle_et_al_2016_Sum_basophil_neutrophil_counts 0.01 0.293925162888292 0.319601517383868 242 0.0853209942749781 0.024716305939657 0.261830182423003
