tissue	phenotype	delta_0	ldscore_slope	var_err	var_beta_gene	var_beta_gene_null
Brain_Amygdala	UKB_20002_1313_self_reported_ankylosing_spondylitis	0.0024460466499447	1.43692578544824e-06	7.87963592439802e-06	7.98095660678575e-06	2.41819297765393e-20
Brain_Amygdala	UKB_20002_1452_self_reported_eczema_or_dermatitis	0.00274177190117846	-1.12860532948579e-07	5.2082017590392e-06	2.4074694904696e-06	2.85763219494352e-21
Brain_Amygdala	UKB_20002_1453_self_reported_psoriasis	0.00237503094603372	3.18205254817135e-06	9.36218976749868e-06	1.68988383452752e-05	4.99063139439345e-19
Brain_Amygdala	UKB_20002_1461_self_reported_inflammatory_bowel_disease	0.00254692250898325	-2.45201955015941e-07	4.54605264189311e-06	1.38798381846241e-06	5.4733084674482e-07
Brain_Amygdala	UKB_20002_1462_self_reported_crohns_disease	0.00262464697635097	-1.30987571879875e-07	4.90857116680509e-06	1.88080676950763e-06	2.77573011481482e-07
Brain_Amygdala	UKB_20002_1463_self_reported_ulcerative_colitis	0.00253386906846745	1.07182476006634e-06	5.17956247415781e-06	3.06229085877666e-06	4.77124776090713e-19
Brain_Amygdala	UKB_20002_1464_self_reported_rheumatoid_arthritis	0.00253312291020841	1.04656088134411e-06	5.61184350789172e-06	6.96931969483382e-06	1.87105868240784e-06
Brain_Amygdala	UKB_20002_1466_self_reported_gout	0.00271913312946596	6.2232349833565e-07	5.33097533476899e-06	1.29086622843844e-06	8.96369525310189e-21
Brain_Amygdala	UKB_20002_1473_self_reported_high_cholesterol	0.00296964300471481	6.35666248580795e-07	6.92595329879654e-06	4.67676829017691e-06	1.02401386949189e-06
Brain_Amygdala	UKB_20002_1616_self_reported_insomnia	0.00263173407954249	-5.78536142781052e-07	4.43218024704908e-06	1.91855545668018e-06	1.51926208454514e-06
Brain_Amygdala	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	0.00262441985450906	3.89006588080106e-07	4.93362886263586e-06	4.76422335816664e-06	0
Brain_Amygdala	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	0.00260485978916764	1.19831709935595e-06	5.54731946313824e-06	6.39309052404004e-06	0
Brain_Amygdala	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	0.00271960222126613	2.3823007391735e-06	7.55245928486806e-06	1.33814370751376e-05	1.06943245428605e-19
Brain_Amygdala	UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	0.00273368433763394	3.62955607601432e-07	5.292161617476e-06	2.71963986022314e-06	3.51378525085014e-07
Brain_Amygdala	UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	0.00272623551896162	1.01564651468892e-07	5.2972517902882e-06	2.43854746282876e-06	7.57568021073051e-22
Brain_Amygdala	UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	0.0026442082650214	6.8060675077762e-08	4.84092085785752e-06	3.03135860114531e-06	2.4384637899131e-19
Brain_Amygdala	UKB_6152_8_diagnosed_by_doctor_Asthma	0.00278120740834704	3.15122336463636e-06	9.70184083600265e-06	1.02071990678493e-05	5.58843703872586e-21
Brain_Amygdala	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	0.00320370846447345	9.70259177390999e-07	9.40366434671717e-06	6.09664531740408e-06	2.62758334713839e-20
Brain_Amygdala	UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	0.00251252068265933	-1.47565777711863e-07	3.98597197131501e-06	1.80152993692554e-06	2.62648499007356e-08
Brain_Amygdala	UKB_G43_Diagnoses_main_ICD10_G43_Migraine	0.00256803214467914	-5.41027229841419e-08	4.24705558944627e-06	2.63578345404869e-06	1.18777410011204e-07
Brain_Amygdala	UKB_20002_1065_self_reported_hypertension	0.00341022829883708	1.67876361077665e-06	9.24141207691498e-06	6.44094934183802e-06	1.5757139842405e-06
Brain_Amygdala	MAGIC_FastingGlucose	0.00675783269224792	3.55592957409591e-07	3.26260847849126e-05	3.48482911791706e-06	2.3085233324795e-19
Brain_Amygdala	MAGIC_ln_FastingInsulin	0.00740043959039378	2.18706316958307e-07	3.66213588855257e-05	1.48290630989006e-05	1.30165973190398e-20
Brain_Amygdala	SSGAC_Depressive_Symptoms	0.00356642628619095	4.83571652566966e-07	9.37465996229429e-06	2.49377263232817e-06	4.79853041450295e-07
Brain_Amygdala	MAGNETIC_CH2.DB.ratio	0.00988477057330127	-1.00172630232686e-06	8.02001406522343e-05	1.75911070324843e-06	3.0978162828583e-19
Brain_Amygdala	MAGNETIC_HDL.C	0.0114213742461649	-1.55383697758528e-06	9.3072157639086e-05	1.72509673348528e-05	6.77208003026887e-06
Brain_Amygdala	MAGNETIC_IDL.TG	0.0106256323122518	6.99723602685054e-07	8.11474722482271e-05	2.66862302030673e-05	1.41979750211982e-18
Brain_Amygdala	MAGNETIC_LDL.C	0.0135362030941555	1.19752674162714e-07	0.000128703423348038	4.52553730292377e-05	0
Brain_Amygdala	CARDIoGRAM_C4D_CAD_ADDITIVE	0.00366128323425049	7.10750965797673e-07	1.06239584270902e-05	1.94689083403791e-06	1.27927320872808e-19
Brain_Amygdala	SSGAC_Education_Years_Pooled	0.00326919603241532	1.37516098575317e-06	8.68380648772035e-06	3.16992946743832e-06	3.68753920469109e-19
Brain_Amygdala	Astle_et_al_2016_Eosinophil_counts	0.003797922185943	7.69448330319844e-06	2.71334611805829e-05	2.73688514389294e-05	4.26588752375011e-06
Brain_Amygdala	Astle_et_al_2016_Granulocyte_count	0.0039496492895572	6.70126381896478e-06	2.73351465636954e-05	1.73153734488197e-05	1.47049828462355e-19
Brain_Amygdala	Astle_et_al_2016_High_light_scatter_reticulocyte_count	0.00416046305849056	6.48956805862416e-06	3.14672593436288e-05	1.36357598427926e-05	1.77334929029677e-17
Brain_Amygdala	Astle_et_al_2016_Lymphocyte_counts	0.00394156075120723	7.99742075987894e-06	3.33452129674514e-05	3.7911750511527e-05	4.76217347731103e-06
Brain_Amygdala	Astle_et_al_2016_Monocyte_count	0.00406838455338424	6.90344259076076e-06	3.14469828834638e-05	1.18261397644035e-05	1.36637827130994e-05
Brain_Amygdala	Astle_et_al_2016_Myeloid_white_cell_count	0.00390031108735445	7.11221366580858e-06	2.80953222269895e-05	1.89470666108358e-05	0
Brain_Amygdala	Astle_et_al_2016_Neutrophil_count	0.00396845769939732	6.56759325871284e-06	2.63636317053466e-05	1.42811933060281e-05	1.04824671096509e-18
Brain_Amygdala	Astle_et_al_2016_Platelet_count	0.00494005578339165	3.01464764176163e-06	3.03708199822153e-05	1.07919654825489e-05	4.05747088935974e-06
Brain_Amygdala	Astle_et_al_2016_Red_blood_cell_count	0.0041281161697262	5.78820877715318e-06	2.42663504089384e-05	2.74375885226303e-05	0
Brain_Amygdala	Astle_et_al_2016_Reticulocyte_count	0.00406930969649046	7.3362377968668e-06	3.38357876723874e-05	1.50387890714066e-05	0
Brain_Amygdala	Astle_et_al_2016_Sum_basophil_neutrophil_counts	0.00395754402816827	6.6280058091985e-06	2.64968152278548e-05	1.51400650313369e-05	1.0054433941783e-17
Brain_Amygdala	Astle_et_al_2016_Sum_eosinophil_basophil_counts	0.00378454655172	7.65485056701712e-06	2.70911210157871e-05	2.86286962911895e-05	2.63352295286322e-06
Brain_Amygdala	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	0.00395632660862708	6.63835882008507e-06	2.72276095198531e-05	1.6366542172797e-05	5.13009920641176e-06
Brain_Amygdala	Astle_et_al_2016_White_blood_cell_count	0.00383474929749273	8.68354491529088e-06	3.44941874283883e-05	3.19981763499639e-05	2.12974741121312e-21
Brain_Amygdala	ENIGMA_Intracraneal_Volume	0.00821775435101668	2.30970194038752e-06	4.89952833230265e-05	2.94198622558905e-05	3.46442930732979e-18
Brain_Amygdala	GIANT_HEIGHT	0.00485346335512912	2.59439315857256e-06	2.71269630864474e-05	7.92143018161126e-06	8.80984948676488e-08
Brain_Amygdala	Jones_et_al_2016_Chronotype	0.0046161020729793	4.29335231744967e-07	1.47877808999764e-05	8.23409565019593e-06	0
Brain_Amygdala	Jones_et_al_2016_SleepDuration	0.00424328511893816	1.06370810855371e-06	1.27279883719309e-05	5.65736695574246e-06	1.99637850987001e-23
Brain_Amygdala	pgc.scz2	0.00468193859135646	4.21473252149131e-06	2.37303218622391e-05	9.84620072460278e-06	1.02014034769743e-18
Brain_Amygdala	RA_OKADA_TRANS_ETHNIC	0.00443809905171974	9.8379900626949e-06	6.57571206539716e-05	0.000110012254438652	1.2047886641923e-05
Brain_Amygdala	CNCR_Insomnia_all	0.00481094089723323	-4.31829923756947e-07	1.5084244813572e-05	3.26650439768853e-06	2.39424020508205e-07
Brain_Amygdala	EAGLE_Eczema	0.00452587379969482	1.58423105648651e-07	1.44959120185097e-05	4.89322772869889e-06	4.61356954257427e-22
Brain_Amygdala	IBD.EUR.Crohns_Disease	0.0113195014329357	3.61991747685431e-06	0.000106198914980203	5.9484443496033e-05	1.85422660251228e-06
Brain_Amygdala	IBD.EUR.Inflammatory_Bowel_Disease	0.00887715924443952	3.35797907624777e-06	6.8914348571886e-05	6.42785679826349e-05	0
Brain_Amygdala	IBD.EUR.Ulcerative_Colitis	0.00949753703475809	3.70651365590327e-06	7.67135837476223e-05	9.63542028198309e-05	1.54824542280486e-20
Brain_Amygdala	IGAP_Alzheimer	0.00659615624543029	1.25977568708437e-06	3.51027201172085e-05	1.78196570269009e-05	0
Brain_Amygdala	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	0.00866324743397683	1.77058026200878e-05	0.000172072764951047	0.000224607923509032	3.48760954454053e-06
Brain_Amygdala	PGC_ADHD_EUR_2017	0.00706220347202534	5.2727778504528e-07	3.36758106123663e-05	1.32196158718367e-05	5.32128139423629e-21
Brain_Amygdala	BCAC_ER_negative_BreastCancer_EUR	0.00453756953187757	1.32980274274389e-06	1.66767652010478e-05	5.9612173939692e-06	0
Brain_Amygdala	BCAC_ER_positive_BreastCancer_EUR	0.00453700261441526	-1.58760005655208e-07	1.42268104974755e-05	3.03287305317653e-06	1.75969698768126e-20
Brain_Amygdala	BCAC_Overall_BreastCancer_EUR	0.00463569099167465	1.54393644103267e-06	1.75314954283249e-05	7.14462598153941e-06	2.31988217700668e-06
Brain_Amygdala	EGG_BW3_EUR	0.00477449912226282	1.33072204707816e-07	1.52545439574238e-05	7.53658769728674e-06	0
Brain_Amygdala	GEFOS_Forearm	0.00705256580173574	-1.07206850670834e-06	3.18355694863642e-05	8.34920428785793e-06	1.77581369479235e-06
Brain_Anterior_cingulate_cortex_BA24	UKB_1160_Sleep_duration	0.00302860181046453	1.21273273291096e-06	7.06667903099463e-06	2.57451456347616e-06	0
Brain_Anterior_cingulate_cortex_BA24	UKB_1180_Morning_or_evening_person_chronotype	0.00320434526869578	1.10492594296779e-06	7.86957617489134e-06	4.68388224621342e-06	2.65781819184896e-07
Brain_Anterior_cingulate_cortex_BA24	UKB_1200_Sleeplessness_or_insomnia	0.00313841081093196	2.73749109475181e-07	7.00091129279307e-06	1.71022804083929e-06	4.92164291087267e-18
Brain_Anterior_cingulate_cortex_BA24	UKB_1807_Fathers_age_at_death	0.00276192141273179	3.31791493861315e-07	5.21028638012899e-06	2.30420882679806e-06	0
Brain_Anterior_cingulate_cortex_BA24	UKB_20016_Fluid_intelligence_score	0.00309457059121745	1.44415902128202e-06	7.29387623573857e-06	4.08009795621886e-06	0
Brain_Anterior_cingulate_cortex_BA24	UKB_20022_Birth_weight	0.00340486282395617	1.45382173242031e-07	8.0074592525992e-06	2.14548618076304e-06	1.61722873481339e-07
Brain_Anterior_cingulate_cortex_BA24	UKB_20127_Neuroticism_score	0.00293275043967095	2.38142832217454e-06	7.7904536863349e-06	6.46719787855798e-06	1.81738547103107e-06
Brain_Anterior_cingulate_cortex_BA24	UKB_21001_Body_mass_index_BMI	0.00415574041801068	1.58194969845212e-06	1.58835204963608e-05	5.63163835011457e-06	2.98707048044477e-06
Brain_Anterior_cingulate_cortex_BA24	UKB_23099_Body_fat_percentage	0.00404801403425465	1.6576156649764e-06	1.48406448720066e-05	3.63060546971307e-06	1.79454540983618e-20
Brain_Anterior_cingulate_cortex_BA24	UKB_3526_Mothers_age_at_death	0.00280888011232305	1.85462733085103e-08	5.23320002939388e-06	2.98577958526938e-06	0
Brain_Anterior_cingulate_cortex_BA24	UKB_50_Standing_height	0.00504743656501477	5.2920007109533e-06	3.32443079426058e-05	4.02838948680057e-05	3.80239928268808e-07
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	0.00275502340153891	1.01703138136978e-07	5.23181198233994e-06	3.85292606554156e-06	0
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1111_self_reported_asthma	0.00289248269181414	2.84920225658579e-06	9.37890557419681e-06	1.21585286612938e-05	0
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1154_self_reported_irritable_bowel_syndrome	0.00270675524964488	4.05933249524604e-08	4.89779320692484e-06	2.28230538850423e-06	5.30392057355696e-18
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1222_self_reported_type_1_diabetes	0.0024542182318707	1.18491687852235e-06	5.53215247741142e-06	5.89815482457943e-06	2.21717841502326e-06
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1223_self_reported_type_2_diabetes	0.00271774541344216	-2.71594320282109e-07	4.9232643035109e-06	1.73808610243782e-06	2.83517773019928e-22
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	0.00232161448212993	3.53569420597726e-06	9.43878353142795e-06	1.67813811191399e-05	1.91624832705277e-23
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	0.00281799353333595	3.040676251485e-06	9.91719748108e-06	1.3493370242032e-05	2.75379976873863e-19
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	0.00267631638735445	-6.18927713392681e-07	4.62576331208618e-06	1.88380122020061e-06	3.75580964310592e-19
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1261_self_reported_multiple_sclerosis	0.00251550984052887	1.37286640590143e-06	6.44447591625629e-06	9.47476184648485e-06	0
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1262_self_reported_parkinsons_disease	0.00266681928758904	-1.97290784258227e-09	4.9929451401353e-06	2.38136085036645e-06	2.22798342522542e-19
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1265_self_reported_migraine	0.00274360772945733	-3.08569724852527e-08	5.14430342255634e-06	2.12316696276876e-06	1.53522111331672e-19
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1289_self_reported_schizophrenia	0.00263902850245711	-4.02431465668372e-07	4.50774733200353e-06	1.53014465500226e-06	0
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1309_self_reported_osteoporosis	0.00273251490809259	1.12987143654202e-07	5.22113699282951e-06	2.65886163821763e-06	3.43515958518659e-19
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1313_self_reported_ankylosing_spondylitis	0.00246799784857297	1.50119691660662e-06	5.81124664428334e-06	9.50585950019667e-06	0
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1452_self_reported_eczema_or_dermatitis	0.00273388331317335	5.82608905268436e-08	5.56605208722357e-06	2.70810854234618e-06	0
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1453_self_reported_psoriasis	0.00244335382345412	3.73002122552582e-06	2.15367578780087e-05	3.40482429037881e-06	0
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1461_self_reported_inflammatory_bowel_disease	0.00260325210951497	-2.93792100957672e-07	4.74860766865153e-06	1.37011928889609e-06	1.76078272231832e-21
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1462_self_reported_crohns_disease	0.00268255011340426	-2.10368877792127e-07	4.66336567191413e-06	3.63591605363893e-06	1.0088244421491e-06
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1463_self_reported_ulcerative_colitis	0.00265926634127493	7.41899198132394e-07	5.37611623686313e-06	3.38786543293209e-06	1.4613221510878e-07
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1464_self_reported_rheumatoid_arthritis	0.00257888791263742	1.03699686749947e-06	6.37397306551314e-06	5.94331222107575e-06	0
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1466_self_reported_gout	0.00274514046804008	6.09969506603579e-07	5.63104828827165e-06	1.97914738474104e-06	0
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1473_self_reported_high_cholesterol	0.00299862929473947	6.791451305943e-07	8.05310785475631e-06	2.82556519449229e-06	0
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1616_self_reported_insomnia	0.00267162855966167	-6.94899821792857e-07	4.68413528405028e-06	1.79757806752999e-06	5.36064633023692e-20
Brain_Anterior_cingulate_cortex_BA24	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	0.00269500277502459	3.42758043819151e-07	5.26421150171919e-06	4.58237809265133e-06	1.09742900684277e-18
Brain_Anterior_cingulate_cortex_BA24	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	0.00267017798499013	1.1153481000087e-06	5.60070312440254e-06	6.04363687451778e-06	1.48083567654374e-06
Brain_Anterior_cingulate_cortex_BA24	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	0.00280117712349002	2.35946758621382e-06	8.44372052737592e-06	1.29671123375522e-05	0
Brain_Anterior_cingulate_cortex_BA24	UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	0.0027482599907852	2.85520110768055e-07	5.17337986343308e-06	3.41095679778621e-06	3.32507549234364e-07
Brain_Anterior_cingulate_cortex_BA24	UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	0.00274078384952827	2.22515679660763e-07	5.21524143827344e-06	4.08809166875204e-06	1.17161810351996e-22
Brain_Anterior_cingulate_cortex_BA24	UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	0.0026647285983249	1.82401253862719e-08	4.87290457740261e-06	3.11552277422167e-06	1.18610006250274e-20
Brain_Anterior_cingulate_cortex_BA24	UKB_6152_8_diagnosed_by_doctor_Asthma	0.0028669986408864	2.92899769609759e-06	9.25045509752054e-06	1.21207657540314e-05	0
Brain_Anterior_cingulate_cortex_BA24	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	0.00319156370562967	1.24671118492168e-06	1.05237763088332e-05	4.54217814304598e-06	4.3013261262579e-19
Brain_Anterior_cingulate_cortex_BA24	UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	0.00262090353821222	-4.62878640530325e-07	4.43141761428884e-06	2.09954075526216e-06	1.89930828854422e-07
Brain_Anterior_cingulate_cortex_BA24	UKB_G43_Diagnoses_main_ICD10_G43_Migraine	0.00263906149121958	-2.04021198912236e-07	4.74904416961976e-06	1.65540651782949e-06	1.6257818629385e-20
Brain_Anterior_cingulate_cortex_BA24	UKB_20002_1065_self_reported_hypertension	0.00349809945884148	1.55275654260426e-06	9.88204901207856e-06	6.38464994922101e-06	1.19517585762861e-19
Brain_Anterior_cingulate_cortex_BA24	MAGIC_FastingGlucose	0.00687716353029209	3.61545601671727e-07	3.3355139398337e-05	9.12944734086946e-06	1.15428278131431e-06
Brain_Anterior_cingulate_cortex_BA24	MAGIC_ln_FastingInsulin	0.00754143305215548	-2.34349239516483e-08	3.87306547059834e-05	1.25434531320222e-05	1.08658219611609e-21
Brain_Anterior_cingulate_cortex_BA24	SSGAC_Depressive_Symptoms	0.0036891531311395	2.15628814003838e-08	9.65723466007663e-06	2.6950361468979e-06	3.69755732944111e-07
Brain_Anterior_cingulate_cortex_BA24	MAGNETIC_CH2.DB.ratio	0.0101526099130602	-1.35093919704665e-06	7.85203259979472e-05	6.38772686868157e-06	2.72500604259297e-05
Brain_Anterior_cingulate_cortex_BA24	MAGNETIC_HDL.C	0.0116103596764201	-2.01058257068949e-06	9.13871375563968e-05	2.70221229940991e-05	1.37354312475298e-05
Brain_Anterior_cingulate_cortex_BA24	MAGNETIC_IDL.TG	0.0108476627707827	1.53259724597302e-07	8.34837693256882e-05	3.80144084395475e-05	1.23262843734983e-06
Brain_Anterior_cingulate_cortex_BA24	MAGNETIC_LDL.C	0.0136736300773881	-2.79508942916157e-07	0.000131569712699031	6.78486134343384e-05	2.17647860302401e-05
Brain_Anterior_cingulate_cortex_BA24	CARDIoGRAM_C4D_CAD_ADDITIVE	0.00372154944883015	5.90380641110456e-07	1.09012533566127e-05	3.15357224156878e-06	3.25819118225005e-18
Brain_Anterior_cingulate_cortex_BA24	SSGAC_Education_Years_Pooled	0.00332892617912927	1.16665082477453e-06	9.09482893970108e-06	3.49811993811172e-06	2.25268387122269e-07
Brain_Anterior_cingulate_cortex_BA24	Astle_et_al_2016_Eosinophil_counts	0.00389978126492712	7.34708787528445e-06	2.62497206349796e-05	2.31258422586824e-05	1.22203832764062e-06
Brain_Anterior_cingulate_cortex_BA24	Astle_et_al_2016_Granulocyte_count	0.00407124001272882	6.41275950919599e-06	2.73102096015887e-05	1.48377769496288e-05	0
Brain_Anterior_cingulate_cortex_BA24	Astle_et_al_2016_High_light_scatter_reticulocyte_count	0.00425693736024331	5.93910514489379e-06	3.01916817359914e-05	9.47608287753157e-06	0
Brain_Anterior_cingulate_cortex_BA24	Astle_et_al_2016_Lymphocyte_counts	0.00411420579189324	7.1522302591801e-06	2.93559361877685e-05	3.02643513615796e-05	2.99507666882337e-20
Brain_Anterior_cingulate_cortex_BA24	Astle_et_al_2016_Monocyte_count	0.00417091063099796	6.38867234616915e-06	2.63661800563404e-05	1.84584484115769e-05	0
Brain_Anterior_cingulate_cortex_BA24	Astle_et_al_2016_Myeloid_white_cell_count	0.00403984938731792	6.68939609120859e-06	2.76512319494772e-05	1.5557558356599e-05	1.24899250400217e-06
Brain_Anterior_cingulate_cortex_BA24	Astle_et_al_2016_Neutrophil_count	0.00406931258583277	6.29878006337313e-06	2.64607239359495e-05	1.27961373537155e-05	2.87572742213718e-19
Brain_Anterior_cingulate_cortex_BA24	Astle_et_al_2016_Platelet_count	0.00498558954685432	2.86357408806675e-06	2.94485086989788e-05	1.9805223025872e-05	2.90986755605012e-06
Brain_Anterior_cingulate_cortex_BA24	Astle_et_al_2016_Red_blood_cell_count	0.00432433694617456	5.18188172799435e-06	2.51745376022799e-05	2.308625450595e-05	0
Brain_Anterior_cingulate_cortex_BA24	Astle_et_al_2016_Reticulocyte_count	0.00417850125419683	6.55572795695365e-06	3.08530140201919e-05	1.56905185041456e-05	9.09909031822797e-06
Brain_Anterior_cingulate_cortex_BA24	Astle_et_al_2016_Sum_basophil_neutrophil_counts	0.00406794133751214	6.34576767342956e-06	2.65568422125765e-05	1.3340238954841e-05	2.9416255092334e-06
Brain_Anterior_cingulate_cortex_BA24	Astle_et_al_2016_Sum_eosinophil_basophil_counts	0.00389027191469033	7.20922668487767e-06	2.60002250079621e-05	2.39378696024348e-05	0
Brain_Anterior_cingulate_cortex_BA24	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	0.00407190481685605	6.35624746205056e-06	2.71692978550324e-05	1.4454597048444e-05	0
Brain_Anterior_cingulate_cortex_BA24	Astle_et_al_2016_White_blood_cell_count	0.00401875180763111	8.07726779297799e-06	3.18337328922637e-05	2.73522997601254e-05	1.62445372173416e-05
Brain_Anterior_cingulate_cortex_BA24	ENIGMA_Intracraneal_Volume	0.00839230857266177	2.35575953112672e-06	5.19893138347593e-05	2.69791602402202e-05	7.51256985120438e-07
Brain_Anterior_cingulate_cortex_BA24	GIANT_HEIGHT	0.00478112152033352	2.78573211833659e-06	2.49368143465085e-05	1.17497851855461e-05	2.6992273951245e-17
Brain_Anterior_cingulate_cortex_BA24	Jones_et_al_2016_Chronotype	0.00463965358517441	2.73229731076386e-07	1.48532111142986e-05	8.79668045650156e-06	3.98746995684298e-09
Brain_Anterior_cingulate_cortex_BA24	Jones_et_al_2016_SleepDuration	0.00442564613747242	7.19918365935315e-07	1.37288628272316e-05	6.14383077377791e-06	1.52035471976595e-17
Brain_Anterior_cingulate_cortex_BA24	pgc.scz2	0.0048161077421385	3.84827982586037e-06	2.08701182205721e-05	1.86799812896818e-05	2.47796811656746e-19
Brain_Anterior_cingulate_cortex_BA24	RA_OKADA_TRANS_ETHNIC	0.00463263609989692	1.06898943322697e-05	8.01006014421009e-05	9.69916803866378e-05	1.89209778215873e-21
Brain_Anterior_cingulate_cortex_BA24	CNCR_Insomnia_all	0.00486463332036886	-6.00357820796494e-07	1.47877845832476e-05	5.73371604091531e-06	5.65658830834601e-20
Brain_Anterior_cingulate_cortex_BA24	EAGLE_Eczema	0.00458465286310041	3.22862642486141e-08	1.50868394742618e-05	5.46221347539189e-06	1.83188420571716e-17
Brain_Anterior_cingulate_cortex_BA24	IBD.EUR.Crohns_Disease	0.0113879106554506	3.70185286285552e-06	0.00010729428134662	5.82392762990996e-05	8.48827933343898e-06
Brain_Anterior_cingulate_cortex_BA24	IBD.EUR.Inflammatory_Bowel_Disease	0.00905207302057733	3.07092865291544e-06	6.70328288080358e-05	5.9560949378258e-05	3.97961434926783e-06
Brain_Anterior_cingulate_cortex_BA24	IBD.EUR.Ulcerative_Colitis	0.0097565505541509	3.39949501353052e-06	7.55580003828097e-05	8.77732193993563e-05	7.51419184235172e-06
Brain_Anterior_cingulate_cortex_BA24	IGAP_Alzheimer	0.00686964394761781	4.95216720068268e-07	3.4884265624152e-05	2.34485911442496e-05	0
Brain_Anterior_cingulate_cortex_BA24	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	0.00912052791836187	1.55674761140046e-05	0.000146416262387651	0.000271111228348823	2.36721077152547e-17
Brain_Anterior_cingulate_cortex_BA24	PGC_ADHD_EUR_2017	0.00721634558046833	2.5808006925041e-07	3.59341157157534e-05	1.42396580290269e-05	1.84778588634397e-18
Brain_Anterior_cingulate_cortex_BA24	BCAC_ER_negative_BreastCancer_EUR	0.00470442858522463	1.04422341839274e-06	1.76477174678489e-05	5.5955006884521e-06	0
Brain_Anterior_cingulate_cortex_BA24	BCAC_ER_positive_BreastCancer_EUR	0.00456436456479783	-5.95791124349355e-08	1.44661690133065e-05	3.6613246086684e-06	0
Brain_Anterior_cingulate_cortex_BA24	BCAC_Overall_BreastCancer_EUR	0.00484449770301607	1.21701694598316e-06	1.85616359003877e-05	5.48439861222005e-06	8.32960057108586e-19
Brain_Anterior_cingulate_cortex_BA24	EGG_BW3_EUR	0.00471895746659832	3.5065575536771e-07	1.55224993620203e-05	8.44539982442902e-06	0
Brain_Anterior_cingulate_cortex_BA24	GEFOS_Forearm	0.00738651579717368	-1.39400037229684e-06	3.50306784195571e-05	1.09017772462959e-05	7.50483488753208e-06
Brain_Caudate_basal_ganglia	UKB_1160_Sleep_duration	0.0030581282881499	1.49693097154392e-06	7.46529996170022e-06	2.64773982209147e-06	4.97850752563561e-07
Brain_Caudate_basal_ganglia	UKB_1180_Morning_or_evening_person_chronotype	0.00328461332347676	1.15499018356553e-06	8.50404470505615e-06	3.65937232246983e-06	8.50732199054795e-18
Brain_Caudate_basal_ganglia	UKB_1200_Sleeplessness_or_insomnia	0.00316184771961466	4.01432251255276e-07	7.30678357959164e-06	1.98045505397135e-06	1.41783599637197e-07
Brain_Caudate_basal_ganglia	UKB_1807_Fathers_age_at_death	0.00290906533090833	3.00234045588151e-07	5.95675076301232e-06	2.31875816270447e-06	2.08149025544246e-07
Brain_Caudate_basal_ganglia	UKB_20016_Fluid_intelligence_score	0.00311314203522673	1.73973075194161e-06	7.93147645935884e-06	3.62579122196125e-06	6.00517356893973e-07
